Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer Name,Segment,Product,Category,Sub-Category,Sales,Quantity,Discount,Profit,City,State,Region
160,US-2022-100792,2022-02-20,2022-02-27,Same Day,Susan Garcia,Consumer,Tables Item 224,Furniture,Tables,2302.32,4,0.0,574.09,Seattle,Washington,West
161,US-2023-101925,2023-11-14,2023-12-20,Same Day,Elizabeth Khan,Corporate,Phones Item 472,Technology,Phones,4116.36,6,0.1,221.01,Chicago,Illinois,Central
162,US-2023-101690,2023-07-27,2023-07-31,Second Class,Joseph Patel,Corporate,Furnishings Item 263,Furniture,Furnishings,120.99,3,0.0,35.06,Philadelphia,Pennsylvania,East
163,US-2023-101804,2023-05-18,2023-05-23,First Class,Sarah Khan,Corporate,Accessories Item 680,Technology,Accessories,628.0,5,0.0,130.08,Orlando,Florida,South
164,US-2023-100700,2023-09-22,2023-09-25,Same Day,Mary Garcia,Consumer,Printers Item 157,Technology,Printers,3207.36,8,0.2,228.86,Portland,Oregon,West
165,US-2023-100888,2023-01-17,2023-01-21,Second Class,Susan Garcia,Home Office,Chairs Item 430,Furniture,Chairs,812.48,2,0.1,83.75,Boston,Massachusetts,East
166,US-2022-100337,2022-03-26,2022-03-29,Second Class,Priya Thomas,Home Office,Art Item 814,Office Supplies,Art,11.02,1,0.0,2.81,Albany,New York,East
167,US-2022-102246,2022-04-05,2022-04-06,Second Class,Sarah Martinez,Home Office,Storage Item 838,Office Supplies,Storage,126.64,2,0.15,15.7,Atlanta,Georgia,South
168,US-2023-102507,2023-06-13,2023-06-15,Second Class,James Williams,Corporate,Printers Item 813,Technology,Printers,1433.52,4,0.0,397.18,Atlanta,Georgia,South
169,US-2022-100232,2022-08-26,2022-08-27,Standard Class,Robert Miller,Consumer,Storage Item 779,Office Supplies,Storage,918.12,6,0.1,143.85,Seattle,Washington,West
170,US-2022-100964,2022-05-16,2022-05-17,Same Day,Fatima Martinez,Corporate,Laptops Item 976,Technology,Laptops,2917.52,2,0.1,397.35,Philadelphia,Pennsylvania,East
171,US-2022-101318,2022-09-24,2022-09-26,Standard Class,Carlos Rodriguez,Consumer,Furnishings Item 860,Furniture,Furnishings,920.0,5,0.2,58.21,Raleigh,North Carolina,South
172,US-2022-102924,2022-12-14,2022-12-16,Same Day,John Patel,Home Office,Furnishings Item 462,Furniture,Furnishings,274.6,4,0.3,-9.0,Springfield,Illinois,Central
173,US-2024-103356,2024-05-21,2024-05-24,First Class,Joseph Brown,Consumer,Phones Item 104,Technology,Phones,671.73,3,0.3,-89.73,Detroit,Michigan,Central
174,US-2023-102431,2023-11-24,2023-11-26,Same Day,John Thomas,Home Office,Art Item 573,Office Supplies,Art,363.37,7,0.0,113.25,Springfield,Illinois,Central
175,US-2024-100469,2024-10-03,2024-10-09,Standard Class,Carlos Smith,Corporate,Art Item 635,Office Supplies,Art,38.28,6,0.0,12.74,Detroit,Michigan,Central
176,US-2023-101431,2023-01-02,2023-01-09,Standard Class,Patricia Davis,Corporate,Paper Item 478,Office Supplies,Paper,244.58,7,0.15,10.15,Miami,Florida,South
177,US-2024-100357,2024-03-26,2024-03-29,First Class,Amara Walker,Consumer,Chairs Item 532,Furniture,Chairs,1069.96,4,0.0,248.62,Tampa,Florida,South
178,US-2024-101529,2024-11-19,2024-11-20,First Class,Elizabeth Davis,Consumer,Chairs Item 309,Furniture,Chairs,1953.6,6,0.15,0.77,Chicago,Illinois,Central
179,US-2022-101344,2022-04-13,2022-04-16,Standard Class,Amara Ali,Consumer,Art Item 830,Office Supplies,Art,114.64,8,0.15,7.76,Savannah,Georgia,South
180,US-2023-103076,2023-12-20,2023-12-21,Second Class,Amara Torres,Consumer,Art Item 343,Office Supplies,Art,96.96,2,0.0,25.02,Spokane,Washington,West
181,US-2022-101177,2022-10-08,2022-10-14,First Class,Wei Johnson,Consumer,Binders Item 387,Office Supplies,Binders,189.6,5,0.15,30.29,Charlotte,North Carolina,South
182,US-2022-101204,2022-10-03,2022-10-04,Standard Class,John Rodriguez,Corporate,Phones Item 742,Technology,Phones,3387.6,8,0.0,655.77,Philadelphia,Pennsylvania,East
183,US-2022-100461,2022-12-28,2022-09-02,Second Class,Michael Miller,Home Office,Accessories Item 332,Technology,Accessories,131.59,1,0.2,3.62,Jersey City,New Jersey,East
184,US-2024-101878,2024-02-17,2024-02-19,Standard Class,Aiden Khan,Home Office,Tables Item 901,Furniture,Tables,2538.48,8,0.2,-80.92,Miami,Florida,South
185,US-2024-100891,2024-04-01,2024-04-04,Standard Class,Patricia Anderson,Home Office,Accessories Item 210,Technology,Accessories,92.28,6,0.1,20.33,Nashville,Tennessee,South
186,US-2024-102151,2024-09-04,2024-09-07,Same Day,Richard Torres,Home Office,Printers Item 721,Technology,Printers,731.52,6,0.3,5.79,Seattle,Washington,West
187,US-2023-100897,2023-11-28,2023-12-03,Standard Class,Mei Taylor,Consumer,Paper Item 761,Office Supplies,Paper,85.84,4,0.1,15.11,Miami,Florida,South
188,US-2023-101317,2023-11-14,2023-04-18,Standard Class,Michael Miller,Corporate,Printers Item 295,Technology,Printers,82.27,1,0.2,-3.01,Spokane,Washington,West
189,US-2024-103029,2024-12-14,2024-02-16,Second Class,Patricia Kim,Corporate,Bookcases Item 177,Furniture,Bookcases,2980.64,8,0.15,247.58,Portland,Oregon,West
190,US-2023-100706,2023-11-24,2023-12-27,Same Day,David Lee,Corporate,Laptops Item 810,Technology,Laptops,2311.53,3,0.2,-110.07,Charlotte,North Carolina,South
191,US-2023-102004,2023-08-18,2023-08-19,Standard Class,Linda Martinez,Home Office,Laptops Item 852,Technology,Laptops,$8399.44,8,0.15,560.17,Ann Arbor,Michigan,Central
192,US-2022-102269,2022-05-26,2022-05-27,Second Class,Mary Rodriguez,Corporate,Accessories Item 976,Technology,Accessories,418.26,6,0.1,68.21,Portland,Oregon,West
193,US-2023-100178,2023-05-27,2023-05-28,Same Day,Wei Jones,Consumer,Printers Item 224,Technology,Printers,933.6,8,0.15,105.95,Columbus,Ohio,Central
194,US-2024-102466,2024-10-11,2024-10-18,Standard Class,Jessica Williams,Home Office,Bookcases Item 149,Furniture,Bookcases,342.74,1,0.2,-0.54,Miami,Florida,South
195,US-2023-101727,2023-07-05,2023-07-08,Same Day,Robert Torres,Consumer,Binders Item 613,Office Supplies,Binders,332.96,8,0.0,74.79,Raleigh,North Carolina,South
196,US-2024-103271,2024-10-07,2024-10-08,Same Day,Sarah Rodriguez,Consumer,Chairs Item 192,Furniture,Chairs,1000.58,7,0.1,201.11,Philadelphia,Pennsylvania,East
197,US-2022-103187,2022-11-11,2022-11-14,Same Day,Michael Singh,Consumer,Accessories Item 258,Technology,Accessories,986.79,7,,219.5,San Francisco,California,West
198,US-2024-103379,2024-07-26,2024-08-01,Second Class,Sarah Singh,Consumer,Accessories Item 287,Technology,Accessories,890.12,7,0.4,-156.25,Chicago,Illinois,Central
199,US-2024-100170,2024-07-24,2024-07-25,First Class,Aiden Patel,Corporate,Storage Item 677,Office Supplies,Storage,513.6,5,0.0,87.09,Las Vegas,Nevada,West
200,US-2022-100754,2022-08-23,2022-08-25,First Class,Sarah Wilson,Consumer,Labels Item 466,Office Supplies,Labels,92.04,6,0.1,13.5,Ann Arbor,Michigan,Central
201,US-2022-103427,2022-11-16,2022-11-19,Standard Class,Carlos Davis,Consumer,Binders Item 296,Office Supplies,Binders,328.68,6,0.15,46.43,Charlotte,North Carolina,South
202,US-2024-101834,2024-12-30,2025-01-03,Standard Class,Linda Rodriguez,Consumer,Laptops Item 956,Technology,Laptops,7642.08,4,0.1,551.27,Charlotte,North Carolina,South
203,US-2023-102285,2023-03-15,2023-03-17,Same Day,Sarah Walker,Corporate,Accessories Item 913,Technology,Accessories,176.04,6,0.1,37.29,Albany,New York,East
204,US-2024-101185,2024-10-16,2024-10-17,Standard Class,Carlos Johnson,Home Office,Phones Item 295,Technology,Phones,2851.66,7,0.0,843.62,Raleigh,North Carolina,South
205,US-2024-100560,2024-12-29,2025-01-03,Standard Class,Mei Kim,Consumer,Paper Item 504,Office Supplies,Paper,60.45,5,0.0,10.63,Ann Arbor,Michigan,Central
206,US-2022-101765,2022-04-11,2022-04-16,First Class,Linda Miller,Consumer,Laptops Item 435,Technology,Laptops,10709.85,5,0.1,1370.3,Detroit,Michigan,Central
207,US-2024-100418,2024-05-22,2024-05-25,Same Day,William Lee,Consumer,Tables Item 800,Furniture,Tables,997.38,2,0.2,13.75,Los Angeles,California,West
208,US-2022-101088,2022-11-23,2022-11-30,Second Class,Patricia Brown,Home Office,Tables Item 505,Furniture,Tables,1690.44,6,0.1,350.61,Buffalo,New York,East
209,US-2022-100174,2022-09-25,2022-09-27,First Class,Fatima Thomas,Corporate,Binders Item 920,Office Supplies,Binders,274.4,7,0.15,-1.63,Newark,New Jersey,East
210,US-2024-100533,2024-06-23,2024-06-30,Same Day,Carlos Williams,Consumer,Storage Item 762,Office Supplies,Storage,278.85,3,0.2,21.62,Seattle,Washington,West
211,US-2022-102946,2022-10-14,2022-10-18,Second Class,Patricia Lee,Corporate,Chairs Item 480,Furniture,Chairs,752.46,2,0.4,-129.99,Columbus,Ohio,Central
212,US-2024-101596,2024-05-09,2024-05-11,Same Day,Susan Thomas,Home Office,Binders Item 993,Office Supplies,Binders,102.7,5,0.0,34.17,Spokane,Washington,West
213,US-2022-101551,2022-01-08,2022-01-13,Same Day,Sarah Khan,Home Office,Printers Item 796,Technology,Printers,897.19,7,0.1,170.18,Memphis,Tennessee,South
214,US-2022-100685,2022-09-24,2022-09-27,First Class,Mei Taylor,Home Office,Phones Item 897,Technology,Phones,284.76,1,0.15,9.26,Raleigh,North Carolina,South
215,US-2022-100608,2022-09-12,2022-09-17,Same Day,Carlos Walker,Consumer,Labels Item 787,Office Supplies,Labels,35.9,2,0.0,6.97,Chicago,Illinois,Central
216,US-2024-101835,2024-04-16,2024-04-18,Standard Class,Mei Williams,Corporate,Art Item 257,Office Supplies,Art,6.87,1,0.4,-1.38,Detroit,Michigan,Central
217,US-2024-102778,2024-05-24,2024-05-27,Standard Class,Richard Rodriguez,Corporate,Storage Item 108,Office Supplies,Storage,677.88,4,0.0,197.99,Cleveland,Ohio,Central
218,US-2022-102324,2022-01-15,2022-01-16,Standard Class,Richard Singh,Home Office,Paper Item 889,Office Supplies,Paper,194.25,7,0.5,-67.9,Portland,Oregon,West
219,US-2023-101406,06/10/2023,2023-06-16,Standard Class,James Thomas,Home Office,Binders Item 904,Office Supplies,Binders,17.1,1,0.4,-2.77,Orlando,Florida,
220,US-2023-101329,2023-02-23,2023-02-24,Standard Class,Aiden Davis,Consumer,Labels Item 787,Office Supplies,Labels,104.55,5,0.1,21.96,Ann Arbor,Michigan,Central
221,US-2023-101475,2023-03-06,2023-03-08,Second Class,Michael Miller,Consumer,Printers Item 829,Technology,Printers,1360.15,5,0.0,457.81,Ann Arbor,Michigan,Central
222,US-2023-101451,2023-10-19,2023-10-22,Second Class,Sarah Williams,Home Office,Paper Item 627,Office Supplies,Paper,41.16,6,0.4,-5.63,Boston,Massachusetts,East
223,US-2024-102156,2024-12-03,2024-12-08,First Class,Mary Walker,Home Office,Phones Item 272,Technology,Phones,$1789.0,5,0.3,14.63,Seattle,Washington,West
224,US-2023-102984,2023-05-02,2023-05-07,Same Day,Michael Williams,Home Office,Furnishings Item 448,Furniture,Furnishings,1601.53,7,0.0,268.23,Cleveland,Ohio,Central
225,US-2024-102615,2024-12-15,2024-08-16,Same Day,Sarah Lee,Corporate,Paper Item 442,Office Supplies,Paper,54.39,7,0.0,14.66,Dallas,Texas,Central
226,US-2023-102182,2023-12-14,2023-04-21,First Class,William Thomas,Consumer,Accessories Item 779,Technology,Accessories,584.6,5,0.1,84.58,Los Angeles,California,West
227,US-2022-100435,2022-12-15,2022-06-20,First Class,Robert Miller,Home Office,Accessories Item 790,Technology,Accessories,522.6,4,0.2,62.31,Charlotte,North Carolina,South
228,US-2022-102578,2022-11-11,2022-11-15,First Class,James Wilson,Corporate,Laptops Item 547,Technology,Laptops,3235.04,2,0.1,324.13,Reno,Nevada,West
229,US-2023-102054,2023-11-13,2023-10-14,Standard Class,Carlos Khan,Consumer,Tables Item 234,Furniture,Tables,872.24,1,0.0,139.63,Columbus,Ohio,Central
230,US-2023-101615,2023-11-24,2023-08-31,Second Class,Diego Wilson,Corporate,Tables Item 247,Furniture,Tables,737.12,4,0.2,-18.82,Columbus,Ohio,Central
231,US-2023-101115,2023-11-02,2023-06-03,Same Day,Mei Taylor,Corporate,Tables Item 103,Furniture,Tables,1688.95,5,0.15,75.98,Raleigh,North Carolina,South
232,US-2022-102851,2022-06-22,2022-06-29,Standard Class,Amara Nguyen,Home Office,Binders Item 291,Office Supplies,Binders,99.0,5,0.2,0.09,Cleveland,Ohio,Central
233,US-2023-100570,2023-09-29,2023-09-30,Standard Class,Patricia Taylor,Corporate,Paper Item 542,Office Supplies,Paper,81.04,4,0.0,21.76,Spokane,Washington,West
234,US-2024-100350,2024-12-08,2024-12-10,Same Day,Jennifer Rodriguez,Home Office,Paper Item 678,Office Supplies,Paper,23.61,3,0.0,5.81,Philadelphia,Pennsylvania,East
235,US-2022-100425,2022-03-01,2022-03-05,Standard Class,John Kim,Consumer,Phones Item 838,Technology,Phones,1579.95,3,0.0,425.13,Cleveland,Ohio,Central
236,US-2024-103189,2024-11-01,2024-11-06,Same Day,James Williams,Corporate,Phones Item 337,Technology,Phones,705.98,1,0.15,106.27,Raleigh,North Carolina,South
237,US-2024-101703,2024-07-06,2024-07-09,Standard Class,Patricia Brown,Consumer,Accessories Item 505,Technology,Accessories,229.5,2,0.15,33.58,San Francisco,California,West
238,US-2023-103470,2023-11-14,2023-11-20,Same Day,Carlos Davis,Corporate,Binders Item 741,Office Supplies,Binders,$188.28,6,0.1,19.21,Spokane,Washington,West
239,US-2022-102295,2022-09-18,2022-09-22,First Class,Fatima Wilson,Corporate,Chairs Item 750,Furniture,Chairs,1066.65,3,0.0,315.58,Reno,Nevada,West
240,US-2024-100119,2024-06-07,2024-06-13,First Class,Diego Walker,Consumer,Paper Item 640,Office Supplies,Paper,25.34,2,0.1,1.14,Nashville,Tennessee,South
241,US-2024-100280,2024-02-20,2024-02-23,Standard Class,,Consumer,Tables Item 360,Furniture,Tables,5632.88,8,0.2,304.52,Austin,Texas,Central
242,US-2022-101796,2022-08-18,2022-08-23,Second Class,Fatima Khan,Consumer,Labels Item 150,Office Supplies,Labels,143.28,6,0.0,26.52,Jersey City,New Jersey,East
243,US-2023-101818,2023-11-02,2023-09-08,Standard Class,Patricia Brown,Corporate,Phones Item 376,Technology,Phones,1762.64,8,0.2,47.99,Springfield,Illinois,Central
244,US-2024-101463,2024-01-13,2024-01-20,First Class,Carlos Davis,Corporate,Accessories Item 617,Technology,Accessories,371.58,6,0.0,122.77,Eugene,Oregon,West
245,US-2024-102648,2024-04-11,2024-04-14,Standard Class,Diego Williams,Home Office,Laptops Item 825,Technology,Laptops,5382.21,3,0.0,952.04,New York City,New York,East
246,US-2024-101082,2024-09-09,2024-09-10,Second Class,Aiden Thomas,Consumer,Accessories Item 507,Technology,Accessories,296.65,5,0.0,94.42,San Diego,California,West
247,US-2024-102352,2024-08-08,2024-08-09,Standard Class,Mei Brown,Corporate,Furnishings Item 397,Furniture,Furnishings,1207.64,7,0.0,324.94,Houston,Texas,Central
248,US-2023-101021,2023-08-21,2023-08-26,Standard Class,John Chen,Consumer,Chairs Item 742,Furniture,Chairs,3039.89,7,0.1,462.81,Springfield,Illinois,Central
249,US-2022-100758,2022-02-13,2022-02-16,Standard Class,John Walker,Consumer,Labels Item 572,Office Supplies,Labels,45.5,7,0.0,6.89,Las Vegas,Nevada,West
250,US-2024-101111,2024-12-27,2025-01-01,Standard Class,Richard Wilson,Home Office,Chairs Item 374,Furniture,Chairs,2956.96,8,0.5,-863.02,Nashville,Tennessee,South
251,US-2023-100042,2023-11-03,2023-08-07,Same Day,William Chen,Home Office,Art Item 712,Office Supplies,Art,89.46,3,0.1,4.72,New York City,New York,East
252,US-2023-102639,2023-02-09,2023-02-15,First Class,Amara Nguyen,Home Office,Binders Item 965,Office Supplies,Binders,87.29,7,0.1,9.3,Memphis,Tennessee,South
253,US-2024-101486,2024-12-22,2024-12-27,Same Day,Susan Thomas,Corporate,Binders Item 460,Office Supplies,Binders,197.52,8,0.4,-50.84,Pittsburgh,Pennsylvania,East
254,US-2023-102368,2023-10-03,2023-10-07,First Class,Carlos Miller,Corporate,Accessories Item 212,Technology,Accessories,351.4,5,0.2,-16.22,San Francisco,California,West
255,US-2023-101067,2023-10-26,2023-10-30,Second Class,Priya Thomas,Home Office,Printers Item 956,Technology,Printers,371.07,1,0.15,33.57,Ann Arbor,Michigan,Central
256,US-2024-102051,2024-05-25,2024-05-27,Standard Class,Mary Wilson,Home Office,Paper Item 615,Office Supplies,Paper,77.97,3,0.1,9.77,Charlotte,North Carolina,South
257,US-2023-101649,2023-12-31,2024-01-02,First Class,Wei Wilson,Home Office,Art Item 904,Office Supplies,Art,268.1,5,0.15,-0.05,Buffalo,New York,East
258,US-2023-103336,2023-06-18,2023-06-25,Second Class,Fatima Brown,Corporate,Storage Item 909,Office Supplies,Storage,236.82,3,0.15,34.7,Columbus,Ohio,Central
259,US-2022-103250,2022-11-10,2022-11-15,Standard Class,Amara Wilson,Corporate,Accessories Item 557,Technology,Accessories,328.4,8,0.4,-43.97,Eugene,Oregon,West
260,US-2024-100188,2024-12-18,2024-01-19,First Class,Carlos Smith,Home Office,Laptops Item 203,Technology,Laptops,1056.28,2,0.3,-122.74,Boston,Massachusetts,East
261,US-2022-103398,2022-12-27,2022-12-29,Same Day,Joseph Thomas,Corporate,Phones Item 351,Technology,Phones,500.54,1,0.1,48.61,Austin,Texas,Central
262,US-2023-100318,2023-10-02,2023-10-05,Second Class,Diego Singh,Home Office,Binders Item 662,Office Supplies,Binders,36.44,4,0.1,4.72,Spokane,Washington,West
263,US-2023-101999,2023-11-05,2023-11-06,Standard Class,Aiden Williams,Consumer,Labels Item 506,Office Supplies,Labels,19.38,2,0.0,4.44,Eugene,Oregon,West
264,US-2023-101542,2023-02-22,2023-02-24,Same Day,Jessica Singh,Home Office,Laptops Item 185,Technology,Laptops,5353.18,7,0.15,548.79,Atlanta,Georgia,South
265,US-2024-101152,2024-11-05,2024-10-06,Second Class,Mei Wilson,Consumer,Phones Item 582,Technology,Phones,1603.5,3,0.1,158.26,Los Angeles,California,West
266,US-2022-102488,2022-07-04,2022-07-10,First Class,Fatima Williams,Home Office,Labels Item 822,Office Supplies,Labels,39.0,5,0.15,2.9,Buffalo,New York,
267,US-2024-100614,2024-10-20,2024-10-21,Second Class,Richard Wilson,Consumer,Art Item 714,Office Supplies,Art,174.1,5,0.2,-2.64,Houston,Texas,Central
268,US-2023-102633,2023-12-26,2023-08-31,First Class,Robert Rodriguez,Home Office,Storage Item 217,Office Supplies,Storage,194.79,1,0.3,-15.09,Nashville,Tennessee,South
269,US-2022-100607,2022-05-20,2022-05-21,Second Class,Amara Thomas,Consumer,Storage Item 582,Office Supplies,Storage,362.16,8,0.1,72.06,Austin,Texas,Central
270,US-2023-102383,2023-01-28,2023-02-02,Standard Class,William Thomas,Home Office,Art Item 943,Office Supplies,Art,317.66,7,0.3,5.85,Chicago,Illinois,Central
271,US-2022-101802,2022-02-25,2022-02-26,First Class,Wei Torres,Home Office,Binders Item 104,Office Supplies,Binders,81.36,6,0.1,7.79,Pittsburgh,Pennsylvania,East
272,US-2024-102570,2024-06-10,2024-06-14,Same Day,Fatima Kim,Home Office,Accessories Item 231,Technology,Accessories,845.12,8,0.1,191.43,Pittsburgh,Pennsylvania,East
273,US-2023-102304,2023-06-22,2023-06-29,First Class,Diego Rodriguez,Corporate,Chairs Item 422,Furniture,Chairs,432.29,1,0.0,80.65,Eugene,Oregon,West
274,US-2022-101942,2022-04-30,2022-05-02,First Class,Amara Lee,Home Office,Chairs Item 120,Furniture,Chairs,$2407.85,5,0.15,70.04,Miami,Florida,South
275,US-2023-101871,2023-11-21,2023-02-27,Same Day,Priya Anderson,Corporate,Chairs Item 126,Furniture,Chairs,2289.6,5,0.2,214.04,Cleveland,Ohio,Central
276,US-2022-101269,2022-12-23,2022-12-24,Second Class,Wei Lee,Home Office,Laptops Item 507,Technology,Laptops,3465.72,2,0.1,237.64,Tampa,Florida,South
277,US-2023-102676,2023-10-17,2023-10-18,Same Day,David Davis,Corporate,Accessories Item 937,Technology,Accessories,563.2,5,0.1,134.65,Philadelphia,Pennsylvania,East
278,US-2024-102811,2024-03-08,2024-03-12,Second Class,Jessica Khan,Consumer,Art Item 973,Office Supplies,Art,25.28,2,0.0,8.4,Newark,New Jersey,East
279,US-2023-100942,2023-12-19,2023-02-21,First Class,Joseph Lee,Corporate,Storage Item 124,Office Supplies,Storage,132.71,1,0.2,10.91,Charlotte,North Carolina,South
280,US-2024-101533,2024-09-10,2024-09-12,First Class,Fatima Ali,Corporate,Printers Item 894,Technology,Printers,3337.76,8,0.15,128.44,San Francisco,California,West
281,US-2024-101759,2024-12-28,2024-04-06,First Class,Diego Lee,Home Office,Storage Item 250,Office Supplies,Storage,30.74,1,0.5,-9.93,Reno,Nevada,West
282,US-2022-101772,2022-11-10,2022-11-17,First Class,Wei Williams,Corporate,Furnishings Item 353,Furniture,Furnishings,322.74,6,0.5,-106.98,Reno,Nevada,West
283,US-2024-103494,2024-11-21,2024-11-27,First Class,Robert Davis,Home Office,Printers Item 718,Technology,Printers,909.93,3,0.15,72.01,Eugene,Oregon,West
284,US-2022-101734,2022-03-10,2022-03-11,Second Class,Susan Torres,Corporate,Binders Item 812,Office Supplies,Binders,173.64,6,0.2,11.04,Eugene,Oregon,West
